id;amount;status;created_at;updated_at;user_id;moderated_at;deleted_account_id;reimbursement_date;cash_request_received_date;money_back_date;transfer_type;send_at;recovery_status;reco_creation;reco_last_update;payback_delay_days;payback_delay_days_cifra
1860;100.0;money_back;15/05/2020;11/06/2020;5784.0;15/05/2020;;;18/05/2020;11/06/2020;regular;;;;;<24 * Days>;24
2084;100.0;money_back;21/05/2020;10/06/2020;160.0;21/05/2020;;;22/05/2020;10/06/2020;regular;;;;;<19 * Days>;19
2305;30.0;money_back;29/05/2020;12/06/2020;10123.0;30/05/2020;;23/06/2020;02/06/2020;12/06/2020;regular;;;;;<10 * Days>;10
2007;100.0;money_back;19/05/2020;13/06/2020;5175.0;20/05/2020;;;20/05/2020;13/06/2020;regular;;;;;<24 * Days>;24
2032;100.0;money_back;19/05/2020;12/06/2020;2186.0;19/05/2020;;;21/05/2020;12/06/2020;regular;;completed;12/06/2020;12/06/2020;<22 * Days>;22
2269;10.0;money_back;28/05/2020;12/06/2020;10370.0;29/05/2020;;;01/06/2020;12/06/2020;regular;;completed;12/06/2020;12/06/2020;<11 * Days>;11
2099;200.0;money_back;21/05/2020;12/06/2020;9222.0;21/05/2020;;13/06/2020;22/05/2020;12/06/2020;regular;;;;;<21 * Days>;21
1676;100.0;money_back;11/05/2020;11/06/2020;9163.0;11/05/2020;;;11/05/2020;11/06/2020;regular;;;;;<31 * Days>;31
1861;50.0;money_back;15/05/2020;11/06/2020;2838.0;16/05/2020;;;19/05/2020;11/06/2020;regular;;;;;<23 * Days>;23
1916;100.0;money_back;16/05/2020;12/06/2020;6785.0;16/05/2020;;;19/05/2020;12/06/2020;regular;;completed;12/06/2020;12/06/2020;<24 * Days>;24
2291;100.0;money_back;29/05/2020;15/06/2020;10931.0;29/05/2020;;10/06/2020;01/06/2020;15/06/2020;regular;;;;;<14 * Days>;14
1755;100.0;money_back;14/05/2020;11/06/2020;2575.0;14/05/2020;;;17/05/2020;11/06/2020;regular;;;;;<25 * Days>;25
1345;100.0;money_back;23/04/2020;08/05/2020;7148.0;24/04/2020;;30/04/2020;27/04/2020;08/05/2020;regular;;;;;<11 * Days>;11
4222;100.0;money_back;19/06/2020;18/12/2020;19020.0;19/06/2020;;;23/06/2020;07/07/2020;regular;;;;;<14 * Days>;14
2119;100.0;money_back;22/05/2020;15/06/2020;8540.0;22/05/2020;;;26/05/2020;15/06/2020;regular;;;;;<20 * Days>;20
1862;10.0;money_back;15/05/2020;11/06/2020;52.0;16/05/2020;;;18/05/2020;11/06/2020;regular;;;;;<24 * Days>;24
2205;100.0;money_back;27/05/2020;10/06/2020;7318.0;27/05/2020;;;30/05/2020;10/06/2020;regular;;;;;<11 * Days>;11
2051;100.0;money_back;19/05/2020;11/06/2020;8113.0;21/05/2020;;;22/05/2020;11/06/2020;regular;;;;;<20 * Days>;20
2290;100.0;money_back;29/05/2020;25/06/2020;4411.0;30/05/2020;;13/06/2020;02/06/2020;25/06/2020;regular;;completed;12/06/2020;25/06/2020;<23 * Days>;23
2053;100.0;money_back;19/05/2020;15/06/2020;3631.0;20/05/2020;;;21/05/2020;15/06/2020;regular;;;;;<25 * Days>;25
2164;100.0;money_back;25/05/2020;18/06/2020;4812.0;25/05/2020;;;26/05/2020;18/06/2020;regular;;;;;<23 * Days>;23
1865;100.0;money_back;15/05/2020;11/06/2020;3248.0;28/05/2020;;;31/05/2020;11/06/2020;regular;;;;;<11 * Days>;11
16472;100.0;money_back;16/09/2020;18/12/2020;7281.0;16/09/2020;;03/10/2020;17/09/2020;01/12/2020;instant;23/09/2020;completed;14/10/2020;01/12/2020;<75 * Days>;75
24178;100.0;money_back;24/10/2020;24/12/2020;87247.0;;;;27/10/2020;24/12/2020;instant;24/10/2020;completed;13/12/2020;24/12/2020;<58 * Days>;58
1792;100.0;money_back;14/05/2020;11/06/2020;4973.0;15/05/2020;;;16/05/2020;11/06/2020;regular;;;;;<26 * Days>;26
2169;100.0;money_back;26/05/2020;11/06/2020;6634.0;26/05/2020;;;27/05/2020;11/06/2020;regular;;completed;11/06/2020;11/06/2020;<15 * Days>;15
6204;100.0;money_back;02/07/2020;18/12/2020;26912.0;02/07/2020;;07/10/2020;04/07/2020;07/10/2020;regular;;;;;<95 * Days>;95
2175;100.0;money_back;26/05/2020;11/06/2020;2993.0;26/05/2020;;;29/05/2020;11/06/2020;regular;;;;;<13 * Days>;13
1897;100.0;active;16/05/2020;11/08/2020;2564.0;16/05/2020;;;18/05/2020;11/06/2020;regular;;pending;12/06/2020;11/08/2020;<24 * Days>;24
1767;100.0;money_back;14/05/2020;01/07/2020;2866.0;12/06/2020;;;16/06/2020;01/07/2020;regular;;;;;<15 * Days>;15
2161;60.0;money_back;25/05/2020;22/06/2020;8852.0;25/05/2020;;;26/05/2020;22/06/2020;regular;;;;;<27 * Days>;27
1899;100.0;money_back;16/05/2020;04/09/2020;6032.0;;;;19/05/2020;04/09/2020;regular;;completed;10/06/2020;04/09/2020;<108 * Days>;108
2274;100.0;money_back;29/05/2020;11/06/2020;7034.0;29/05/2020;;;01/06/2020;11/06/2020;regular;;;;;<10 * Days>;10
1869;100.0;money_back;15/05/2020;30/06/2020;952.0;28/05/2020;;;29/05/2020;30/06/2020;regular;;;;;<32 * Days>;32
2250;100.0;money_back;28/05/2020;01/07/2020;9854.0;08/06/2020;;;10/06/2020;01/07/2020;regular;;;;;<21 * Days>;21
3385;100.0;money_back;15/06/2020;18/12/2020;14880.0;16/06/2020;;;19/06/2020;26/06/2020;regular;;;;;<7 * Days>;7
2112;40.0;money_back;21/05/2020;12/06/2020;;22/05/2020;2128.0;;22/05/2020;12/06/2020;regular;;completed;12/06/2020;12/06/2020;<21 * Days>;21
1942;100.0;money_back;17/05/2020;11/06/2020;3264.0;17/05/2020;;;18/05/2020;11/06/2020;regular;;;;;<24 * Days>;24
1662;100.0;money_back;10/05/2020;12/06/2020;7567.0;20/05/2020;;;20/05/2020;12/06/2020;regular;;completed;12/06/2020;12/06/2020;<23 * Days>;23
1892;100.0;money_back;15/05/2020;01/07/2020;1830.0;11/06/2020;;;13/06/2020;01/07/2020;regular;;;;;<18 * Days>;18
2031;100.0;money_back;19/05/2020;11/06/2020;7584.0;19/05/2020;;06/06/2020;20/05/2020;11/06/2020;regular;;;;;<22 * Days>;22
1871;100.0;money_back;15/05/2020;09/06/2020;8814.0;16/05/2020;;;18/05/2020;09/06/2020;regular;;;;;<22 * Days>;22
2118;100.0;money_back;22/05/2020;15/09/2020;964.0;22/05/2020;;;26/05/2020;15/09/2020;regular;;completed;16/07/2020;15/09/2020;<112 * Days>;112
3043;80.0;money_back;11/06/2020;18/12/2020;7460.0;12/06/2020;;;16/06/2020;03/07/2020;regular;;;;;<17 * Days>;17
3090;100.0;money_back;12/06/2020;05/01/2021;9199.0;12/06/2020;;;16/06/2020;05/01/2021;regular;;completed;15/07/2020;05/01/2021;<203 * Days>;203
2371;70.0;money_back;30/05/2020;14/06/2020;10991.0;31/05/2020;;;03/06/2020;14/06/2020;regular;;completed;12/06/2020;14/06/2020;<11 * Days>;11
1672;100.0;money_back;11/05/2020;01/07/2020;7305.0;28/05/2020;;26/05/2020;29/05/2020;01/07/2020;regular;;;;;<33 * Days>;33
1690;100.0;money_back;12/05/2020;02/07/2020;8184.0;12/05/2020;;;12/05/2020;02/07/2020;regular;;completed;12/06/2020;02/07/2020;<51 * Days>;51
1810;100.0;money_back;15/05/2020;07/07/2020;1892.0;;;;05/06/2020;07/07/2020;regular;;;;;<32 * Days>;32
2016;100.0;money_back;19/05/2020;11/06/2020;2774.0;19/05/2020;;;20/05/2020;11/06/2020;regular;;;;;<22 * Days>;22
2172;50.0;money_back;26/05/2020;18/06/2020;6976.0;26/05/2020;;;27/05/2020;18/06/2020;regular;;completed;14/06/2020;18/06/2020;<22 * Days>;22
4302;100.0;money_back;19/06/2020;18/12/2020;19104.0;20/06/2020;;;23/06/2020;16/07/2020;regular;;completed;16/07/2020;16/07/2020;<23 * Days>;23
2333;100.0;money_back;29/05/2020;10/06/2020;10307.0;30/05/2020;;;02/06/2020;10/06/2020;regular;;;;;<8 * Days>;8
1876;100.0;money_back;15/05/2020;01/07/2020;2751.0;09/06/2020;;;11/06/2020;01/07/2020;regular;;;;;<20 * Days>;20
1817;100.0;money_back;15/05/2020;11/06/2020;1909.0;16/05/2020;;;18/05/2020;11/06/2020;regular;;;;;<24 * Days>;24
2124;70.0;money_back;22/05/2020;18/06/2020;8489.0;22/05/2020;;;25/05/2020;18/06/2020;regular;;;;;<24 * Days>;24
2083;100.0;money_back;21/05/2020;10/06/2020;;21/05/2020;18672.0;;22/05/2020;10/06/2020;regular;;;;;<19 * Days>;19
2060;100.0;money_back;20/05/2020;19/06/2020;8589.0;20/05/2020;;;21/05/2020;19/06/2020;regular;;completed;11/06/2020;19/06/2020;<29 * Days>;29
1843;100.0;money_back;15/05/2020;07/07/2020;640.0;15/05/2020;;;19/05/2020;07/07/2020;regular;;;;;<49 * Days>;49
3857;100.0;direct_debit_rejected;18/06/2020;16/07/2020;6976.0;18/06/2020;;;21/06/2020;07/07/2020;regular;;pending;16/07/2020;05/02/2021;<16 * Days>;16
3500;100.0;money_back;16/06/2020;18/12/2020;730.0;16/06/2020;;;18/06/2020;07/07/2020;regular;;;;;<19 * Days>;19
1780;100.0;money_back;14/05/2020;03/07/2020;872.0;14/05/2020;;;16/05/2020;03/07/2020;regular;;;;;<48 * Days>;48
1823;100.0;money_back;15/05/2020;10/06/2020;7436.0;16/05/2020;;;18/05/2020;10/06/2020;regular;;;;;<23 * Days>;23
7336;100.0;money_back;09/07/2020;18/12/2020;30590.0;09/07/2020;;;11/07/2020;06/08/2020;regular;;completed;06/08/2020;06/08/2020;<26 * Days>;26
1489;100.0;money_back;30/04/2020;17/06/2020;6176.0;30/04/2020;;;05/05/2020;17/06/2020;regular;;completed;12/06/2020;17/06/2020;<43 * Days>;43
1972;100.0;money_back;18/05/2020;01/07/2020;350.0;16/06/2020;;;17/06/2020;01/07/2020;regular;;;;;<14 * Days>;14
1884;100.0;money_back;15/05/2020;11/06/2020;2929.0;17/05/2020;;;19/05/2020;11/06/2020;regular;;;;;<23 * Days>;23
2342;100.0;money_back;30/05/2020;22/06/2020;274.0;30/05/2020;;;03/06/2020;22/06/2020;regular;;;;;<19 * Days>;19
4260;100.0;money_back;19/06/2020;18/12/2020;2649.0;20/06/2020;;;23/06/2020;30/06/2020;regular;;;;;<7 * Days>;7
1693;100.0;money_back;12/05/2020;11/06/2020;3111.0;12/05/2020;;;13/05/2020;11/06/2020;regular;;;;;<29 * Days>;29
4734;100.0;money_back;23/06/2020;18/12/2020;20433.0;23/06/2020;;;24/06/2020;07/07/2020;regular;;;;;<13 * Days>;13
2027;50.0;money_back;19/05/2020;17/06/2020;6511.0;19/05/2020;;;20/05/2020;17/06/2020;regular;;completed;17/06/2020;17/06/2020;<28 * Days>;28
1773;100.0;money_back;14/05/2020;07/07/2020;5015.0;14/05/2020;;;15/05/2020;07/07/2020;regular;;completed;04/07/2020;07/07/2020;<53 * Days>;53
2658;100.0;money_back;06/06/2020;18/12/2020;10525.0;08/06/2020;;06/09/2020;10/06/2020;06/09/2020;regular;;;;;<88 * Days>;88
2340;100.0;money_back;30/05/2020;03/07/2020;11722.0;30/05/2020;;;01/06/2020;03/07/2020;regular;;completed;02/07/2020;03/07/2020;<32 * Days>;32
12885;100.0;money_back;18/08/2020;18/12/2020;35583.0;18/08/2020;;;24/08/2020;29/09/2020;instant;25/08/2020;;;;<36 * Days>;36
1666;100.0;money_back;10/05/2020;11/06/2020;9067.0;10/05/2020;;06/06/2020;12/05/2020;11/06/2020;regular;;;;;<30 * Days>;30
3035;100.0;money_back;11/06/2020;18/12/2020;11533.0;12/06/2020;;;16/06/2020;07/07/2020;regular;;;;;<21 * Days>;21
1522;100.0;money_back;02/05/2020;13/06/2020;2562.0;04/05/2020;;03/06/2020;05/05/2020;13/06/2020;regular;;completed;11/06/2020;13/06/2020;<39 * Days>;39
1615;100.0;money_back;07/05/2020;11/06/2020;2329.0;07/05/2020;;;08/05/2020;11/06/2020;regular;;;;;<34 * Days>;34
4789;100.0;money_back;23/06/2020;18/12/2020;20897.0;23/06/2020;;;26/06/2020;03/07/2020;regular;;;;;<7 * Days>;7
25935;100.0;direct_debit_rejected;29/10/2020;18/12/2020;82483.0;;;;09/11/2020;01/12/2020;regular;05/11/2020;;;;<22 * Days>;22
2380;100.0;money_back;31/05/2020;08/07/2020;11905.0;02/06/2020;;30/06/2020;04/06/2020;08/07/2020;regular;;completed;04/07/2020;08/07/2020;<34 * Days>;34
2384;100.0;money_back;31/05/2020;04/07/2020;7961.0;31/05/2020;;;01/06/2020;04/07/2020;regular;;;;;<33 * Days>;33
2258;100.0;money_back;28/05/2020;23/06/2020;;28/05/2020;13352.0;27/06/2020;30/05/2020;23/06/2020;regular;;;;;<24 * Days>;24
4175;100.0;money_back;19/06/2020;18/12/2020;17240.0;19/06/2020;;;22/06/2020;03/07/2020;regular;;;;;<11 * Days>;11
1859;100.0;money_back;15/05/2020;08/07/2020;4825.0;15/05/2020;;;19/05/2020;08/07/2020;regular;;completed;08/07/2020;08/07/2020;<50 * Days>;50
3073;100.0;money_back;12/06/2020;18/12/2020;3111.0;12/06/2020;;;15/06/2020;07/07/2020;regular;;;;;<22 * Days>;22
12889;100.0;money_back;18/08/2020;18/12/2020;17745.0;;;04/09/2020;18/08/2020;04/09/2020;instant;25/08/2020;;;;<17 * Days>;17
5123;100.0;direct_debit_rejected;25/06/2020;16/07/2020;17851.0;25/06/2020;;;27/06/2020;07/07/2020;regular;;pending;16/07/2020;16/07/2020;<10 * Days>;10
15978;100.0;money_back;13/09/2020;18/12/2020;16871.0;14/09/2020;;;22/09/2020;06/10/2020;regular;20/09/2020;;;;<14 * Days>;14
868;100.0;money_back;13/03/2020;02/04/2020;;13/03/2020;2144.0;12/04/2020;13/03/2020;02/04/2020;regular;;;;;<20 * Days>;20
11144;100.0;money_back;06/08/2020;18/12/2020;15273.0;;;;08/08/2020;03/09/2020;instant;13/08/2020;;;;<26 * Days>;26
20699;100.0;money_back;12/10/2020;18/12/2020;69177.0;;;;14/10/2020;03/11/2020;instant;12/10/2020;;;;<20 * Days>;20
2134;100.0;money_back;23/05/2020;10/07/2020;9249.0;23/05/2020;;21/06/2020;26/05/2020;10/07/2020;regular;;completed;24/06/2020;10/07/2020;<45 * Days>;45
1372;22.0;money_back;25/04/2020;01/07/2020;2607.0;;;;25/06/2020;01/07/2020;regular;;;;;<6 * Days>;6
2326;100.0;money_back;29/05/2020;31/07/2020;;30/05/2020;21984.0;15/06/2020;03/06/2020;31/07/2020;regular;;completed;19/06/2020;31/07/2020;<58 * Days>;58
4619;100.0;money_back;22/06/2020;18/12/2020;10916.0;22/06/2020;;;25/06/2020;07/07/2020;regular;;;;;<12 * Days>;12
7544;50.0;money_back;10/07/2020;18/12/2020;31406.0;11/07/2020;;;14/07/2020;29/07/2020;regular;;;;;<15 * Days>;15
2286;100.0;money_back;29/05/2020;03/07/2020;10142.0;29/05/2020;;;03/06/2020;03/07/2020;regular;;completed;03/07/2020;03/07/2020;<30 * Days>;30
1277;100.0;money_back;18/04/2020;04/11/2020;1324.0;18/04/2020;;;20/04/2020;19/05/2020;regular;;;;;<29 * Days>;29
4373;100.0;money_back;20/06/2020;18/12/2020;9297.0;20/06/2020;;19/08/2020;23/06/2020;05/09/2020;regular;;completed;26/08/2020;05/09/2020;<74 * Days>;74
2230;100.0;money_back;28/05/2020;30/06/2020;5183.0;28/05/2020;;;28/05/2020;30/06/2020;regular;;;;;<33 * Days>;33
1556;200.0;money_back;05/05/2020;18/07/2020;4881.0;13/06/2020;;12/07/2020;16/06/2020;18/07/2020;regular;;completed;18/07/2020;18/07/2020;<32 * Days>;32
4073;100.0;money_back;18/06/2020;18/12/2020;17760.0;19/06/2020;;;23/06/2020;07/07/2020;regular;;;;;<14 * Days>;14
6134;100.0;money_back;01/07/2020;18/12/2020;14591.0;01/07/2020;;;02/07/2020;23/09/2020;regular;;;;;<83 * Days>;83
5082;100.0;money_back;25/06/2020;18/12/2020;21682.0;25/06/2020;;;27/06/2020;07/07/2020;regular;;;;;<10 * Days>;10
2363;100.0;money_back;30/05/2020;30/06/2020;3948.0;30/05/2020;;;02/06/2020;30/06/2020;regular;;;;;<28 * Days>;28
19643;100.0;money_back;07/10/2020;07/01/2021;26619.0;;;;09/10/2020;07/01/2021;instant;07/10/2020;completed;06/11/2020;07/01/2021;<90 * Days>;90
4963;100.0;money_back;24/06/2020;18/12/2020;21240.0;24/06/2020;;;26/06/2020;07/07/2020;regular;;;;;<11 * Days>;11
2184;200.0;money_back;26/05/2020;04/07/2020;9282.0;26/05/2020;;02/07/2020;28/05/2020;04/07/2020;regular;;;;;<37 * Days>;37
7341;80.0;money_back;09/07/2020;18/12/2020;20676.0;09/07/2020;;05/08/2020;11/07/2020;23/09/2020;regular;;completed;12/08/2020;23/09/2020;<74 * Days>;74
2544;100.0;money_back;03/06/2020;18/12/2020;2305.0;;;;04/06/2020;25/07/2020;regular;;completed;08/07/2020;25/07/2020;<51 * Days>;51
1922;100.0;money_back;16/05/2020;28/07/2020;6825.0;16/05/2020;;;18/05/2020;28/07/2020;regular;;completed;18/06/2020;28/07/2020;<71 * Days>;71
2313;100.0;money_back;29/05/2020;18/06/2020;10529.0;30/05/2020;;13/06/2020;03/06/2020;18/06/2020;regular;;completed;18/06/2020;18/06/2020;<15 * Days>;15
1004;100.0;money_back;29/03/2020;06/05/2020;297.0;30/03/2020;;28/04/2020;30/03/2020;06/05/2020;regular;;;;;<37 * Days>;37
2106;100.0;direct_debit_rejected;21/05/2020;18/06/2020;6561.0;24/05/2020;;;26/05/2020;17/06/2020;regular;;pending;18/06/2020;18/06/2020;<22 * Days>;22
2287;100.0;money_back;29/05/2020;16/06/2020;;29/05/2020;5211.0;;01/06/2020;16/06/2020;regular;;;;;<15 * Days>;15
2337;100.0;money_back;30/05/2020;30/06/2020;11712.0;30/05/2020;;;03/06/2020;30/06/2020;regular;;;;;<27 * Days>;27
2317;100.0;money_back;29/05/2020;19/06/2020;11430.0;30/05/2020;;;02/06/2020;19/06/2020;regular;;completed;18/06/2020;19/06/2020;<17 * Days>;17
2387;100.0;money_back;31/05/2020;02/07/2020;9889.0;31/05/2020;;;01/06/2020;02/07/2020;regular;;;;;<31 * Days>;31
4223;60.0;direct_debit_rejected;19/06/2020;07/08/2020;2715.0;19/06/2020;;;23/06/2020;14/07/2020;regular;;pending;15/07/2020;07/08/2020;<21 * Days>;21
2362;100.0;money_back;30/05/2020;07/07/2020;;03/06/2020;8039.0;;06/06/2020;07/07/2020;regular;;;;;<31 * Days>;31
7142;100.0;money_back;08/07/2020;18/12/2020;22160.0;08/07/2020;;19/09/2020;10/07/2020;19/09/2020;regular;;;;;<71 * Days>;71
2283;50.0;money_back;29/05/2020;03/07/2020;7445.0;29/05/2020;;;30/05/2020;03/07/2020;regular;;completed;03/07/2020;03/07/2020;<34 * Days>;34
1421;100.0;money_back;28/04/2020;04/11/2020;7604.0;28/04/2020;;;30/04/2020;25/05/2020;regular;;;;;<25 * Days>;25
2300;100.0;money_back;29/05/2020;03/07/2020;11318.0;02/06/2020;;;03/06/2020;03/07/2020;regular;;completed;03/07/2020;03/07/2020;<30 * Days>;30
24592;100.0;money_back;26/10/2020;07/01/2021;18903.0;;;;28/10/2020;07/01/2021;instant;27/10/2020;completed;05/12/2020;07/01/2021;<71 * Days>;71
2339;100.0;money_back;30/05/2020;24/06/2020;2602.0;30/05/2020;;;03/06/2020;24/06/2020;regular;;completed;24/06/2020;24/06/2020;<21 * Days>;21
13031;100.0;direct_debit_rejected;19/08/2020;18/12/2020;8866.0;19/08/2020;;;19/08/2020;16/09/2020;instant;26/08/2020;;;;<28 * Days>;28
1208;100.0;money_back;15/04/2020;04/11/2020;6590.0;16/04/2020;;;16/04/2020;13/05/2020;regular;;;;;<27 * Days>;27
1360;100.0;money_back;24/04/2020;21/07/2020;2920.0;24/04/2020;;;27/04/2020;21/07/2020;regular;;completed;17/06/2020;21/07/2020;<85 * Days>;85
1832;10.0;money_back;15/05/2020;04/08/2020;47.0;;;;18/05/2020;04/08/2020;regular;;;;;<78 * Days>;78
2349;100.0;direct_debit_rejected;30/05/2020;17/07/2020;11775.0;30/05/2020;;;01/06/2020;19/06/2020;regular;;pending;19/06/2020;17/07/2020;<18 * Days>;18
3676;100.0;money_back;17/06/2020;18/12/2020;16459.0;18/06/2020;;;19/06/2020;19/08/2020;regular;;completed;17/07/2020;19/08/2020;<61 * Days>;61
2294;100.0;money_back;29/05/2020;06/07/2020;11064.0;29/05/2020;;28/06/2020;01/06/2020;06/07/2020;regular;;completed;01/07/2020;06/07/2020;<35 * Days>;35
1098;100.0;money_back;08/04/2020;02/07/2020;5994.0;09/04/2020;;06/05/2020;10/04/2020;02/07/2020;regular;;completed;05/05/2020;02/07/2020;<83 * Days>;83
2389;100.0;money_back;31/05/2020;02/07/2020;1817.0;31/05/2020;;30/06/2020;03/06/2020;02/07/2020;regular;;;;;<29 * Days>;29
2350;100.0;money_back;30/05/2020;03/07/2020;11296.0;30/05/2020;;;02/06/2020;03/07/2020;regular;;completed;12/06/2020;04/07/2020;<31 * Days>;31
787;100.0;money_back;03/03/2020;11/06/2020;;;3090.0;;04/03/2020;11/06/2020;regular;;;;;<99 * Days>;99
7346;100.0;money_back;09/07/2020;04/01/2021;7739.0;09/07/2020;;;10/07/2020;04/01/2021;regular;;completed;11/08/2020;04/01/2021;<178 * Days>;178
19355;100.0;money_back;06/10/2020;18/12/2020;26388.0;;;20/10/2020;07/10/2020;05/11/2020;instant;13/10/2020;completed;31/10/2020;05/11/2020;<29 * Days>;29
1292;100.0;money_back;19/04/2020;04/11/2020;1533.0;20/04/2020;;;21/04/2020;16/05/2020;regular;;;;;<25 * Days>;25
1234;100.0;money_back;16/04/2020;04/11/2020;6493.0;16/04/2020;;;20/04/2020;12/05/2020;regular;;;;;<22 * Days>;22
3184;100.0;money_back;12/06/2020;18/12/2020;8746.0;13/06/2020;;;16/06/2020;02/07/2020;regular;;;;;<16 * Days>;16
1046;100.0;money_back;05/04/2020;04/11/2020;4523.0;05/04/2020;;;07/04/2020;05/05/2020;regular;;;;;<28 * Days>;28
4769;100.0;money_back;23/06/2020;18/12/2020;20842.0;23/06/2020;;;26/06/2020;30/07/2020;regular;;;;;<34 * Days>;34
7296;100.0;money_back;09/07/2020;18/12/2020;3255.0;09/07/2020;;;10/07/2020;15/09/2020;regular;;completed;11/08/2020;15/09/2020;<67 * Days>;67
23111;100.0;money_back;22/10/2020;05/01/2021;82520.0;;;;24/10/2020;05/01/2021;instant;22/10/2020;completed;18/11/2020;05/01/2021;<73 * Days>;73
1215;100.0;money_back;16/04/2020;04/11/2020;;16/04/2020;4217.0;;17/04/2020;13/05/2020;regular;;;;;<26 * Days>;26
16275;100.0;money_back;15/09/2020;18/12/2020;9452.0;15/09/2020;;;16/09/2020;01/10/2020;instant;22/09/2020;;;;<15 * Days>;15
2372;100.0;direct_debit_rejected;30/05/2020;18/12/2020;11379.0;31/05/2020;;;03/06/2020;07/07/2020;regular;;pending;11/06/2020;18/12/2020;<34 * Days>;34
15139;100.0;money_back;08/09/2020;18/12/2020;34487.0;08/09/2020;;;08/09/2020;06/10/2020;instant;15/09/2020;;;;<28 * Days>;28
15149;100.0;money_back;08/09/2020;18/12/2020;30907.0;;;;10/09/2020;06/10/2020;instant;15/09/2020;;;;<26 * Days>;26
3588;80.0;money_back;17/06/2020;18/12/2020;15579.0;17/06/2020;;;20/06/2020;30/06/2020;regular;;;;;<10 * Days>;10
21753;100.0;money_back;17/10/2020;31/12/2020;76376.0;;;;18/10/2020;31/12/2020;instant;17/10/2020;completed;12/12/2020;31/12/2020;<74 * Days>;74
2334;100.0;money_back;30/05/2020;07/07/2020;10667.0;30/05/2020;;;01/06/2020;07/07/2020;regular;;;;;<36 * Days>;36
20180;100.0;direct_debit_rejected;09/10/2020;23/12/2020;13778.0;09/10/2020;;;13/10/2020;08/11/2020;instant;09/10/2020;pending;23/12/2020;23/12/2020;<26 * Days>;26
895;100.0;money_back;16/03/2020;04/11/2020;2900.0;16/03/2020;;;17/03/2020;15/04/2020;regular;;;;;<29 * Days>;29
2021;100.0;money_back;19/05/2020;14/07/2020;;19/05/2020;4277.0;;20/05/2020;14/07/2020;regular;;completed;12/06/2020;14/07/2020;<55 * Days>;55
3705;100.0;direct_debit_rejected;17/06/2020;08/12/2020;16730.0;18/06/2020;;;20/06/2020;14/07/2020;regular;;pending;15/07/2020;08/12/2020;<24 * Days>;24
2695;100.0;money_back;07/06/2020;18/12/2020;400.0;07/06/2020;;;09/06/2020;02/07/2020;regular;;;;;<23 * Days>;23
4083;100.0;direct_debit_rejected;18/06/2020;15/07/2020;17580.0;19/06/2020;;;23/06/2020;14/07/2020;regular;;pending;15/07/2020;22/07/2020;<21 * Days>;21
791;50.0;money_back;04/03/2020;19/03/2020;;04/03/2020;14798.0;11/03/2020;05/03/2020;19/03/2020;regular;;;;;<14 * Days>;14
1224;100.0;money_back;16/04/2020;04/11/2020;6723.0;16/04/2020;;;20/04/2020;08/05/2020;regular;;;;;<18 * Days>;18
21398;100.0;money_back;15/10/2020;18/12/2020;45339.0;;;;19/10/2020;07/11/2020;instant;15/10/2020;;;;<19 * Days>;19
1671;100.0;money_back;10/05/2020;07/07/2020;2656.0;11/05/2020;;;13/05/2020;07/07/2020;regular;;;;;<55 * Days>;55
3111;100.0;money_back;12/06/2020;18/12/2020;9002.0;12/06/2020;;;15/06/2020;02/07/2020;regular;;;;;<17 * Days>;17
14515;100.0;money_back;04/09/2020;30/12/2020;10247.0;;;;05/09/2020;30/12/2020;instant;11/09/2020;;;;<116 * Days>;116
15157;100.0;money_back;08/09/2020;18/12/2020;17072.0;08/09/2020;;;10/09/2020;06/10/2020;instant;15/09/2020;;;;<26 * Days>;26
25337;100.0;money_back;27/10/2020;06/01/2021;89044.0;;;;28/10/2020;06/01/2021;instant;27/10/2020;;;;<70 * Days>;70
2026;100.0;money_back;19/05/2020;11/06/2020;;19/05/2020;3256.0;;22/05/2020;11/06/2020;regular;;;;;<20 * Days>;20
15186;100.0;money_back;08/09/2020;18/12/2020;28161.0;08/09/2020;;;10/09/2020;06/10/2020;instant;15/09/2020;;;;<26 * Days>;26
5891;60.0;money_back;30/06/2020;18/12/2020;15221.0;30/06/2020;;;01/07/2020;04/09/2020;regular;;completed;11/08/2020;04/09/2020;<65 * Days>;65
1682;100.0;money_back;11/05/2020;04/08/2020;8870.0;14/05/2020;;;15/05/2020;04/08/2020;regular;;completed;16/07/2020;04/08/2020;<81 * Days>;81
23354;100.0;money_back;23/10/2020;18/12/2020;25679.0;;;;31/10/2020;15/11/2020;regular;30/10/2020;;;;<15 * Days>;15
24171;25.0;money_back;24/10/2020;18/12/2020;90891.0;;;;27/10/2020;04/11/2020;instant;24/10/2020;;;;<8 * Days>;8
20101;100.0;money_back;09/10/2020;18/12/2020;38816.0;;;;13/10/2020;28/10/2020;instant;09/10/2020;;;;<15 * Days>;15
23659;100.0;direct_debit_rejected;23/10/2020;27/11/2020;88757.0;;;;05/11/2020;27/11/2020;instant;23/10/2020;;;;<22 * Days>;22
8066;100.0;money_back;15/07/2020;18/12/2020;33465.0;15/07/2020;;13/10/2020;16/07/2020;13/10/2020;regular;;;;;<89 * Days>;89
2409;70.0;money_back;01/06/2020;18/12/2020;;01/06/2020;30337.0;;04/06/2020;16/07/2020;regular;;completed;14/07/2020;16/07/2020;<42 * Days>;42
1344;100.0;money_back;23/04/2020;04/11/2020;;23/04/2020;20447.0;;24/04/2020;02/06/2020;regular;;;;;<39 * Days>;39
